,Name,Id,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2382,Wicked Games,6VwBbL8CzPiC4QV66ay7oR,2012,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078
2383,I'm Only Dreaming - 2012 Remaster,2jpkPHdG3I8svw6LYXtmI7,2012,0.535,0.458,7,-8.943,1,0.0502,0.822,0.0223,0.0923,0.561,107.664
2384,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,2012,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042
2385,Happy New Year 2012 - Instrumental Mix,1acXeE6qulYWUFBEfxmqXf,2012,0.7,0.525,5,-6.83,1,0.0436,0.00269,0.954,0.0904,0.302,127.998
2386,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,2012,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011
2387,TGIF 3,4tCokCmOWOtKM2YxPCW1yd,2012,0.497,0.659,5,-8.769,0,0.0502,0.0478,5.03e-06,0.351,0.275,123.126
2388,Loveeeeeee Song,3DZQ6mzUkAdHqZWzqxBKIK,2012,0.71,0.598,5,-7.598,0,0.0319,0.508,0.0,0.0971,0.501,119.981
2389,Gummy Bear 2.0,66PfgiQ3aYBQFEz6xJHiai,2012,0.845,0.481,11,-6.498,0,0.0537,0.0121,0.000504,0.0898,0.735,128.048
2390,All Night Longer,1vNn7rVQT6UtEW1NGH53fT,2012,0.712,0.649,1,-4.753,1,0.063,0.000652,0.0,0.0683,0.616,127.028
2391,Happy New Year,27FwNFhPfnc6a65W3ieg3t,2012,0.548,0.727,11,-4.226,1,0.059,0.0482,2.3e-06,0.141,0.508,184.103
2392,On Top Of The World,6KuHjfXHkfnIjdmcIvt9r0,2012,0.635,0.926,0,-5.589,1,0.151,0.0893,4.53e-06,0.0928,0.761,100.048
2393,Suddenly Summer (Mix Cut) - Original Mix,4QctLcdwEgwwdLc8ebDbKe,2012,0.5,0.913,7,-5.772,1,0.0556,0.000126,0.547,0.312,0.403,132.028
2394,Ready or Not,5xvUgoVED1F4mBu8FL0HaW,2012,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043
2395,I'm out to Get You - 2012 Remaster,4fJRVv2oDMPMkTkh2cRvDD,2012,0.544,0.657,1,-7.671,1,0.0526,0.429,0.1,0.0777,0.463,102.731
2396,One More Night,4XNrMwGx1SqP01sqkGTDmo,2012,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998
2397,Belter (Mix Cut) - Original Mix,3MnHR3dtof3JZyvkzIjNg1,2012,0.451,0.991,7,-5.872,1,0.0682,0.000447,0.879,0.617,0.416,135.98
2398,Keep The Wolves Away,1u7J5sEfgOVRt5bkfU2oGV,2012,0.682,0.351,1,-10.276,0,0.0318,0.52,0.00059,0.11,0.144,122.207
2399,Concrete Angel - Radio Edit,3x5mJo8UNdURB0TTVp0aWw,2012,0.632,0.882,7,-5.167,1,0.0419,0.0121,0.00573,0.155,0.544,130.01
2400,Diamonds,1z9kQ14XBSN0r2v6fx4IdG,2012,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972
2401,Lady Stardust - 2012 Remaster,2c8QYIY4n2KvR1i8uEoswD,2012,0.593,0.368,9,-12.257,1,0.0337,0.615,0.0,0.0905,0.484,128.8
2402,I Knew You Were Trouble.,72jCZdH0Lhg93z6Z4hBjgj,2012,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019
2403,Bonfire,5CoZSe4Tx6rCLKaXqqRzbU,2012,0.535,0.933,1,-3.094,1,0.089,0.000134,0.0023,0.37,0.653,173.983
2404,Troublemaker (feat. Flo Rida),6s8nHXTJVqFjXE4yVZPDHR,2012,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012
2405,Sweet Wine of Love - 2012 Remaster,3Na0E1egesqa5gIrxoa284,2012,0.537,0.688,11,-8.134,1,0.0946,0.451,1.46e-05,0.186,0.767,136.599
2406,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,2012,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03
2407,Everything but the Kitchen Sink,5BXjHd5qr0qRIszDuqJy7t,2012,0.472,0.725,0,-6.211,1,0.0497,0.0146,0.0,0.0677,0.505,118.438
2408,Rack City,0srwKuJPH8yBzzFUJMBQM2,2012,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986
2409,Here Come the Nice - 2012 Remaster,1E9dHWdUZVcV8AarnbhCUf,2012,0.603,0.73,10,-8.211,1,0.0712,0.372,0.0,0.111,0.676,118.893
2410,"Bitch, Don’t Kill My Vibe",4Pwjz3DfvfQWV0rO2V8jyh,2012,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954
2411,"Halaila aka ""Night"" Rider",1ZxAHlmER5WzhOYGoQCqpV,2012,0.752,0.877,7,-6.634,1,0.0578,0.0351,0.0,0.0863,0.595,112.0
2412,Primadonna,5tFMuAw6X2R4NLx97g7n9q,2012,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98
2413,Green Circles - 2012 Remaster,4vwgUYGlcRLlqg7SYCb9g7,2012,0.348,0.574,10,-10.362,1,0.0315,0.17,0.0035,0.102,0.297,122.315
2414,California Gurls,6tS3XVuOyu10897O3ae7bi,2012,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014
2415,Hang on to Yourself - 2012 Remaster,0IHOyyFGfmRMuWNwcRPU8Z,2012,0.476,0.788,2,-10.654,1,0.0322,0.0241,0.0377,0.358,0.936,89.551
2416,I Don't Like,2ikkgfIIM9kGKZCXzXnTpj,2012,0.742,0.844,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.416,131.986
2417,Talk to You - 2012 Remaster,6W4EvyFFRveVnhIatt082Y,2012,0.568,0.576,9,-8.804,1,0.0443,0.00635,0.0,0.126,0.723,113.129
2418,Stay - Album Version (Edited),789CxjEOtO76BVD1A9yJQH,2012,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
2419,Head Fuckers,7hi3KEukVs7WwSfEbaB0rM,2012,0.474,0.915,7,-7.338,1,0.0421,0.000217,0.737,0.116,0.169,122.509
2420,Little Things,0TAmnCzOtqRfvA38DDLTjj,2012,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076
2421,Let Everything that Hath Breath,3xVMcRH3imrn6IuK6DcdG2,2012,0.555,0.642,1,-14.109,1,0.139,0.857,0.000118,0.745,0.513,143.16
2422,A Match Into Water,54MXF9I8s3DuiQo3g0gZ5k,2012,0.371,0.979,1,-2.701,1,0.144,0.0002,3.67e-06,0.516,0.473,196.058
2423,"John, I'm Only Dancing - Sax Version; 2012 Remaster",2Jm0xXjnsQccN2nkT1gbUs,2012,0.267,0.62,0,-12.765,1,0.0475,0.0625,1.29e-06,0.062,0.658,159.979
2424,Stubborn Love,3ekNuTF3UpOvIZCfiejpnC,2012,0.598,0.56,0,-11.679,1,0.0375,0.607,0.0432,0.196,0.221,115.01
2425,Good Time,5quSAQLkFouHnkz9n06xxx,2012,0.711,0.939,5,-4.27,1,0.0419,0.0649,0.0105,0.0478,0.936,121.006
2426,We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,2012,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984
2427,Superlove,1e0kTnvSHuC3xWOiSgXAbP,2012,0.729,0.955,9,-6.87,0,0.113,0.136,0.918,0.0841,0.896,128.008
2428,Stay,1dEy9Pl81QopSxNsPxXQxv,2012,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893
2429,Star - 2012 Remaster,16yCM31oNobdEpimWVfB5L,2012,0.452,0.856,0,-8.721,1,0.0448,0.178,3.32e-05,0.185,0.553,138.486
2430,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,2012,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
2431,Aqua - 2012 Remaster,0Cl476SxATDwDsP29JQYMp,2012,0.178,0.696,9,-18.645,0,0.46,0.184,0.473,0.953,0.0797,86.711
2432,Want U Back,6E11E0lT5Zy7yb6iT3y8DN,2012,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939
2433,Bluebird - 2012 Remaster,3LOyQEtkxTluhcvWTdUY79,2012,0.554,0.325,8,-12.485,1,0.0259,0.905,0.0324,0.114,0.187,97.245
2434,Firework,4lCv7b86sLynZbXhfScfm2,2012,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072
2435,Happy Chanukah! Style,6xwUGSfpQxkgy79XhyjUFN,2012,0.795,0.697,6,-8.04,0,0.0664,0.00149,9.71e-06,0.113,0.607,131.993
2436,Kiss You,4My8w8AA1JpG6E5SiAPvJL,2012,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014
2437,Siman Tov,3OhHjw7BdTVGyL1BqZHmTz,2012,0.645,0.597,10,-7.394,1,0.0513,0.0256,0.0,0.117,0.467,92.946
2438,The One That Got Away,3oL3XRtkP1WVbMxf7dtTdu,2012,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962
2439,Eddie's Dreaming - 2012 Remaster,4s65rUMxlRcKG7URTafx2G,2012,0.715,0.512,9,-9.422,1,0.0423,0.319,0.407,0.0668,0.756,128.767
2440,Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,2012,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039
2441,Falling Star - 2012 Remaster,4SfTtn2E7zgYClvibdfsxJ,2012,0.321,0.762,5,-7.926,0,0.0804,0.142,0.00125,0.0897,0.702,151.972
2442,Round Here,5T6DM9qjjngWnukcw0svkX,2012,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982
2443,Language,6YXujDiDRMulneCipgXDra,2012,0.737,0.614,6,-6.001,0,0.4,0.0168,0.0534,0.0682,0.406,127.987
2444,The Morning,6u0dQik0aif7FQlrhycG1L,2012,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073
2445,Skylines,6XaAZano0w9zCJfI3waytH,2012,0.463,0.473,8,-12.397,1,0.0523,0.909,0.967,0.865,0.411,116.557
2446,Courtesy Call,0AOmbw8AwDnwXhHC3OhdVB,2012,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079
2447,Every End Is A New Beginning (Mix Cut) - Outro,7bUGLm5NC6UMqRt4NnNJeJ,2012,0.258,0.677,3,-11.815,1,0.0762,0.0486,1.99e-05,0.637,0.42,133.25
2448,Try,1jF7IL57ayN4Ity3jQqGu0,2012,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998
2449,Let the Sun Shine 2012 - Tocadisco Remix,6g1wWpgpAG2OhtQqFZbNT3,2012,0.717,0.858,4,-6.061,0,0.0456,0.000754,0.828,0.0988,0.157,125.967
2450,Battle Scars,1hWYT0w2R0J19rlVkiez7X,2012,0.517,0.811,5,-4.526,0,0.286,0.186,0.0,0.105,0.494,168.269
2451,It's On,1Ku5B8wPjXXltceTQTxX78,2012,0.674,0.758,10,-7.409,0,0.0641,0.000195,0.0372,0.0502,0.648,113.994
2452,Bust Your Knee Caps,1uRKeDUiD4fDUEAjXbmYr6,2012,0.408,0.563,9,-5.97,0,0.0375,0.0473,0.0,0.0781,0.558,118.565
2453,Epsilon In Malaysian Pale - From Solo 1974-1979 / 2012 Remaster,7nHA0urmKXZ4oJmOMn828g,2012,0.212,0.31,6,-13.645,0,0.0447,0.973,0.931,0.113,0.0999,67.848
2454,Hurricane,7gQ5c5HY6zMsIck6QLY9dJ,2012,0.757,0.825,7,-4.062,0,0.0701,0.0398,2.63e-06,0.0798,0.446,95.01
2455,"Justice, Where Have You Been for so Many Years",6XOBYWE0jLKGaKAq9Tlrr1,2012,0.199,0.965,11,-4.997,0,0.218,3.69e-05,0.285,0.261,0.215,159.344
2456,m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,2012,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048
2457,"An der schönen blauen Donau, Walzer Op. 314",7Hhqr5XAGIXT4tl2rhty1y,2012,0.226,0.148,2,-19.177,1,0.0461,0.959,0.913,0.721,0.144,86.885
2458,Take A Hint,1T20tqHKrePjszGOdbFOEd,2012,0.727,0.86,3,-2.712,1,0.0641,0.00443,0.0,0.0718,0.747,133.995
2459,Panorphelia - 2012 Remaster,7m7OJ2ZnYDnUHSk3unq5UF,2012,0.167,0.402,7,-15.557,1,0.0487,0.081,0.829,0.318,0.0365,71.06
2460,Pour It Up,76VtA90NKurNqaQpV126Ue,2012,0.785,0.478,2,-8.735,1,0.0419,0.0254,0.0,0.0901,0.39,134.002
2461,NGC 891 - 2012 Remaster,3jE7MbwYjr48YgACKJpYog,2012,0.189,0.561,7,-16.144,1,0.175,0.656,0.93,0.189,0.127,169.877
2462,Lay Me Down,4L0nc0tHfDjr3HlAm1EFeu,2012,0.668,0.78,7,-6.481,1,0.0901,0.0487,0.0,0.107,0.739,170.032
2463,Smile - 2012 Remaster,4C27sdNnceELxxmg9UO9Al,2012,0.431,0.876,6,-8.109,0,0.0633,0.0169,0.0172,0.0812,0.639,118.545
2464,Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,2012,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003
2465,She Satisfies,7bMSmqA7uFhWW5d8ADj0J9,2012,0.578,0.81,2,-8.446,1,0.0297,0.00533,4.92e-05,0.19,0.881,132.041
2466,Ends of the Earth,4yyg2J2uXOjCtCyT64984C,2012,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965
2467,Cutting Room Floor/ Outtakes,5pRFjXeVjadjJPjgzaWIFY,2012,0.707,0.49,1,-10.358,1,0.926,0.146,0.0,0.626,0.585,111.702
2468,We Are Never Ever Getting Back Together,7AEAGTc8cReDqcbPoY9gwo,2012,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984
2469,Little Girl - 2012 Remaster,4ScbiaBYVVzXwXPMcizIeF,2012,0.463,0.555,8,-7.958,0,0.0353,0.797,0.036,0.201,0.41,115.708
2470,Get Your Shine On,6s9ICeczYOfbHHIaSMq9jd,2012,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991
2471,Symbols (Q-Base 2012 O.S.T.),28dqe0k3EEPwzyT47XjUaS,2012,0.562,0.891,6,-4.676,1,0.0589,0.0526,0.00335,0.0955,0.21,149.861
2472,5-1-5-0,2WKCH4ISejDV9ad7iPp5XU,2012,0.554,0.849,1,-5.181,0,0.0357,0.0246,0.000233,0.31,0.683,116.992
2473,Benny Dancer - 2012 Remaster,16q334SAIPTJjE5lFkg1lJ,2012,0.404,0.78,3,-6.913,0,0.0619,0.00807,0.00629,0.125,0.747,145.638
2474,One Thing,5G2c6FsfTzgYUzageCmfXY,2012,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999
2475,Become Like You - 2012 Remaster,5VnkUMLzHmyqpb01x3E4nn,2012,0.345,0.525,9,-8.607,1,0.0369,0.194,0.0,0.119,0.547,171.874
2476,BURN IT DOWN,7oVEtyuv9NBmnytsCIsY5I,2012,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006
2477,Caravan to Midnight - 2012 Remaster,7G10bjSLUpvFIPd9ck3dsr,2012,0.469,0.557,10,-10.281,0,0.0878,0.05,0.0422,0.423,0.385,76.574
2478,I'm Legit,11a6GzsfPoLY1bVw3IFeMs,2012,0.859,0.746,9,-3.014,1,0.0663,0.0301,0.000877,0.169,0.543,75.002
2479,In City Dreams - 2012 Remaster,178i3uW9W1cSxkfg7PwrT8,2012,0.451,0.605,1,-7.992,1,0.0298,0.0803,0.0,0.121,0.513,133.647
2480,Medicine,4TxJQDtvYHJcOBH6ONi6q2,2012,0.166,0.298,3,-12.439,1,0.032,0.106,0.206,0.572,0.207,78.437
2481,Jack and Jill - 2012 Remaster,7LtIaLTSv96MmsyGD4d2Ek,2012,0.458,0.869,6,-6.636,1,0.0586,0.00581,0.000388,0.25,0.565,117.681
2482,Nothing's Gonna Hurt You Baby,3GhsBdS9ulPK3KCdwHRPhG,2012,0.509,0.331,4,-14.083,1,0.0267,0.272,0.136,0.114,0.0957,96.848
2483,My Love (Burning Love) - 2012 Remaster,01nVj7isBLU4HZqGP176JP,2012,0.496,0.744,4,-6.848,1,0.0483,0.00982,0.0124,0.374,0.791,121.227
2484,Video Games - Remastered 2012,24jvD83UgLmrdGjhWTFslY,2012,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847
2485,NGC 891 - From Solo 1974-1979 / 2012 Remaster,5wXtVNlPwmwIvkHpd14qKw,2012,0.63,0.555,5,-16.047,0,0.0515,0.0542,0.946,0.0897,0.957,178.062
2486,Pyramids,4QhWbupniDd44EDtnh2bFJ,2012,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989
2487,"What's Going On - Live in Holland, 2012",7vR1pmUWh9vlsz7ZAETBJm,2012,0.579,0.819,6,-7.979,0,0.0714,0.0789,4.66e-05,0.99,0.518,100.028
2488,Night Train,5ytc87gcx6dZ4nWRNykinV,2012,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121
2489,Something I Want to Tell You - 2012 Remaster,4fDf2Z18XklqVEM2wGBYja,2012,0.54,0.584,9,-8.532,1,0.0446,0.08,7.88e-05,0.474,0.659,122.573
2490,50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,2012,0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043
2491,The Saga (Mix Cut) - Original Mix,0SGlztWNRHkDeKJIbqxhcO,2012,0.535,0.949,6,-4.87,1,0.184,0.0136,0.0256,0.358,0.645,129.912
2492,Murders,0AFydkgl5Creero3gNjqvF,2012,0.333,0.41,11,-9.534,0,0.0305,0.873,0.406,0.122,0.262,143.975
2493,Bella Monaco (Mix Cut) - Original Mix,2FrRqqaRqglcw5D4jJjZNa,2012,0.524,0.964,11,-6.088,1,0.0359,0.000981,0.952,0.317,0.662,132.025
2494,Elephant,6qZjm61s6u8Ead9sWxCDro,2012,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075
2495,Tarkus (i. Eruption / ii. Stones of Years / iii. Iconoclast / iv. Mass / v. Manticore / vi. Battlefield / vii. Aquatarkus) [2012 Remastered Version],2u7OmLpNS4lD3CLtzZA602,2012,0.462,0.545,5,-12.217,1,0.0486,0.033,0.0714,0.126,0.503,110.828
2496,White Walls (feat. ScHoolboy Q & Hollis),1MFD6gdVDjFFMM8ItH9ZhI,2012,0.768,0.782,7,-5.545,1,0.141,0.0545,0.0,0.338,0.842,116.492
2497,(Tell Me) Have You Ever Seen Me? - 2012 Remaster,11gg4agnmQ0oO1wz2VNEut,2012,0.56,0.679,10,-9.562,1,0.0402,0.282,0.0,0.0852,0.331,131.72
2498,Anna Sun,3e0yTP5trHBBVvV32jwXqF,2012,0.472,0.844,10,-6.578,1,0.054,0.00173,0.0,0.24,0.34,140.034
2499,Rollin' Over (Part 2 of Happiness Stan) - 2012 Remaster,7kbx6ZF9yOQAzyIN4nBurq,2012,0.448,0.72,2,-10.084,1,0.0362,0.0537,0.000238,0.0808,0.496,103.773
2500,Tongue Tied,0GO8y8jQk1PkHzS31d699N,2011,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96
2501,"Year,2015",0UsmyJDsst2xhX1ZiFF3JW,2011,0.314,0.0855,9,-15.775,1,0.0342,0.969,0.795,0.16,0.161,69.893
2502,Work Out,2wAJTrFhCnQyNSD3oUgTZO,2011,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004
2503,Best of 2011: Just the Way You Are / For the First Time / Someone Like You / Superbass / Grenade / Without You,65bcYKY0QzlXILxVuWspdT,2011,0.418,0.343,4,-7.492,1,0.0339,0.741,0.0,0.113,0.327,121.805
2504,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,2011,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975
2505,Forgotten Years - 2011 Remaster,6PrbbxJFuwDUUcgEjZW0jr,2011,0.497,0.964,11,-2.653,0,0.0703,0.0149,2.07e-06,0.119,0.558,152.178
2506,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,2011,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062
2507,K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),5rJw9VsPNdfnV9Ar97xZG2,2011,0.39,0.455,4,-4.247,1,0.0316,0.397,0.0,0.125,0.358,107.012
2508,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,2011,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99
2509,One Year Of Love - Remastered 2011,59rzNNiQISFeH3ktzhyOjr,2011,0.588,0.364,11,-8.542,0,0.0258,0.281,0.000631,0.356,0.124,110.986
2510,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,2011,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
2511,Oh Yeah - 2011 Remastered,4KvS1rrkhxHIw4uzD6b0Rn,2011,0.4,0.737,0,-11.437,1,0.0478,0.0372,0.178,0.0904,0.206,99.095
2512,Springsteen,05ZACkzW8YbRq3eFgIfSNB,2011,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023
2513,I've Never Been This Homesick Before - Live,3rrzDXS5Z4g7jnu4vt03q9,2011,0.509,0.786,2,-7.23,1,0.0661,0.00814,2.2e-06,0.86,0.53,147.023
2514,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,2011,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187
2515,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),00ohIpPn9LkKpeIqhfIU9V,2011,0.42,0.281,11,-8.204,1,0.0334,0.829,0.0,0.376,0.229,119.515
2516,Midnight City,1eyzqe2QqGZUmfcPZtrIyt,2011,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009
2517,Fortress Around Your Heart - 2011 Remix,2sZbh9TpSkOUfY24ytf1VT,2011,0.668,0.546,7,-10.62,1,0.0273,0.276,0.000177,0.0661,0.596,120.38
2518,Starships,1oHNvJVbFkexQc0BpQp7Y4,2011,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008
2519,The Months of the Year - 2014 Version,58lQgf1Y5gRJRr6S0Nwp50,2011,0.903,0.262,2,-12.528,1,0.081,0.843,0.0,0.109,0.681,95.098
2520,Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h,2011,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044
2521,"Tonight I'll Be Staying Here With You - Live From The New York State Fair, Syracuse/2011",66WngVv3wsuvS91H8v8BH4,2011,0.357,0.932,10,-3.253,1,0.0594,0.339,0.00216,0.975,0.401,91.099
2522,A Thousand Years,6lanRgr6wXibZr8KgzXxBl,2011,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028
2523,Rookie of the Year 2013,4KoDsg2EbYPgqpXSrKqB7F,2011,0.773,0.859,2,-6.459,1,0.0573,0.0044,0.00711,0.117,0.577,159.955
2524,Barefoot Blue Jean Night,3ts6xK5GzfMAAriT9AIBmP,2011,0.599,0.807,4,-4.679,1,0.0402,0.202,0.0,0.196,0.812,172.017
2525,If You Love Somebody Set Them Free - 2011 Remix,1UTQYxKCXGm0S2PeUWL1bL,2011,0.623,0.845,9,-7.907,0,0.0268,0.102,0.000729,0.0697,0.924,122.681
2526,6 Foot 7 Foot,0z5ZPs57J2KERwM1tBM2GF,2011,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119
2527,Pretty Good Year - 2015 Remaster,70euagGKfDWkSQCoZtHFdh,2011,0.388,0.195,6,-14.857,1,0.0339,0.933,3.97e-06,0.0989,0.321,133.152
2528,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,2011,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978
2529,Love Is The Seventh Wave - 2011 Remix,3wSHt82WoXEtBAnzBjUTKM,2011,0.62,0.563,7,-9.03,1,0.0365,0.191,0.0,0.139,0.914,80.826
2530,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,2011,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024
2531,Golden Years - 2016 Remaster,4JRem7xHp2l0kmUvt9zCKu,2011,0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287
2532,The Motto,4Kz4RdRCceaA9VgTqBhBfa,2011,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8
2533,If You Love Somebody Set Them Free - 2011 Remix,7iKaBvvxTBo1aKSEViajcY,2011,0.618,0.846,9,-7.893,0,0.0272,0.111,0.000786,0.0658,0.922,122.698
2534,Crazy Girl,1nVLAEzhBXMJLR5zAl90Nl,2011,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343
2535,Wasted Years - 2015 Remaster,2V0T2LS0pf2r3EFpOEkZFO,2011,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221
2536,Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,2011,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948
2537,New Years End,6HpchlfDUQzjRYYQCvTWUH,2011,0.578,0.77,4,-7.492,0,0.025,0.0579,0.891,0.117,0.593,103.985
2538,It Will Rain,0RUGuh2uSNFJpGMSsD1F5C,2011,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017
2539,Funky New Year - 2013 Remaster,7tJS1cjSD1P8bodNGblYiK,2011,0.657,0.538,9,-10.34,1,0.0591,0.0544,0.0343,0.332,0.785,90.81
2540,"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,2011,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
2541,Moon Over Bourbon Street - 2011 Remix,1vEf2oh0p7mkTEEbsIN9lx,2011,0.404,0.189,5,-14.494,0,0.0408,0.64,0.0152,0.112,0.236,126.15
2542,The Show Goes On,4NTWZqvfQTlOMitlVn6tew,2011,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067
2543,Five Years - 2012 Remaster,1JIzFhI9Lt5FyslawmHCBi,2011,0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531
2544,Headlines,6LxSe8YmdPxy095Ux6znaQ,2011,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894
