,Name,Id,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
607,Baby You're One of a Kind (Chill Electronic Music Remix),1JjUJUycDSFvZK0iWGWFW9,2020,0.728,0.589,7,-11.947,1,0.0463,4.71e-05,0.56,0.0627,0.637,125.023
608,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,2020,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034
609,Lose My Defenses (Yoga & Pilates Chill Electronic Music Remix),2Gl0xdYcjTkMnqEm687VZB,2020,0.707,0.426,3,-13.768,0,0.0384,0.0875,0.935,0.109,0.665,124.018
610,Bandido,1xK1Gg9SxG8fy2Ya373oqb,2020,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021
611,Can We Take This to the Next Level (Fitness Workout Music Remix),3DkpThpq5Nos0vy1cCgQ4e,2020,0.636,0.752,2,-9.619,1,0.0409,0.151,0.604,0.0934,0.847,128.022
612,Roses - Imanbek Remix,0zLCBJZSiELJf02ucPP9wb,2020,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955
613,Two Hearts All In (Deep House Dance Party Remix),3YheyJ5hmE5119nBnGCt9W,2020,0.81,0.689,4,-9.962,0,0.0618,0.000856,0.924,0.154,0.43,119.983
614,We Paid (feat. 42 Dugg),6gxKUmycQX7uyMwJcweFjp,2020,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14
615,One More Time Hands up Hollywood (Electronic Dance Party Remix),5LJ3F6BPFfwpjbzYQN2cIx,2020,0.69,0.711,4,-10.146,0,0.0406,0.000332,0.0889,0.109,0.373,128.002
616,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1UYfAU2bwgjaM5rIIPQleC,2020,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032
617,I Just Want You Baby (Chill Electronic Music Remix),7CRAq7uALKmK3CDSMzpP39,2020,0.738,0.888,10,-8.254,0,0.0342,0.403,0.926,0.0944,0.918,124.058
618,#BrooklynBloodPop!,7K9Z3yFNNLv5kwTjQYGjnu,2020,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012
619,Let's Play (Deep House Dance Party Remix),4y3SXCuVXO8fj0BTSUzvy6,2020,0.748,0.564,10,-12.203,0,0.0527,0.125,0.882,0.102,0.421,124.005
620,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,2020,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115
621,The DJ Played My Favorite Song (Deep House Dance Party Remix),01JYQhAS2nLXSdwVlB3nM7,2020,0.802,0.781,2,-12.706,1,0.0482,0.194,0.898,0.0971,0.961,123.995
622,Life Goes On,249gnXrbfmV8NG6jTEMSwD,2020,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068
623,Follow Me (Chill Electronic Music Remix),6LlzRIPofOK1QDVQOomrpo,2020,0.739,0.658,7,-11.04,1,0.0362,0.0349,0.852,0.111,0.344,124.033
624,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,2020,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953
625,Paradise Like Islands in the Sky (Deep House Dance Party Remix),56tHWxun34uJ4atMqfjUek,2020,0.832,0.55,9,-10.166,1,0.171,0.00639,0.25,0.108,0.546,124.019
626,E-GIRLS ARE RUINING MY LIFE!,7bCfHiRcfUjG0YVVNUL7Ve,2020,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
627,Thinking About You (Chill Deep House Remix),20vk0FBPnnUXC4wjfMF9Zd,2020,0.644,0.983,6,-9.058,0,0.0385,0.0573,0.913,0.0882,0.655,124.999
628,Your New Boyfriend,4vLBnQtece15fFhqWxZvJP,2020,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532
629,All My Life (Chill Electronic Music Remix),3HFBPDn9PDxqjqLzaolPrw,2020,0.648,0.774,7,-7.61,0,0.033,0.0868,0.41,0.309,0.732,127.977
630,You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,2020,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89
631,Stay Loud - Official Decibel outdoor 2020 Tribute,5wEFFkxdXINZEwoEgkhZ0k,2020,0.29,0.831,8,-4.542,0,0.078,0.0113,0.0484,0.0943,0.116,159.965
632,Levitating,39LLxExYz6ewLAcYrzQQyP,2020,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014
633,A State Of Trance Year Mix 2020 (Mixed) - Intro: What Is Out There?,32EepqLfVjRC1oLMlPhiAA,2020,0.481,0.422,1,-14.111,1,0.127,0.00187,1.37e-06,0.58,0.411,77.08
634,UN DIA (ONE DAY) (Feat. Tainy),0EhpEsp4L0oRGM0vmeaN5e,2020,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169
635,Blue Monday (Mixed),0xXps70H7LUN5So6Nrkfvq,2020,0.554,0.92,0,-6.687,1,0.0326,1.16e-05,0.592,0.329,0.944,130.02
636,Gone,7IhfjcaXuXCq20ZiAA7igK,2020,0.521,0.746,6,-6.173,1,0.0351,0.00985,0.0,0.0741,0.473,149.977
637,One Love (Mixed),7zvzNcr3ZbTEaIBzwybD30,2020,0.455,0.929,10,-7.907,0,0.0651,4.65e-06,0.368,0.574,0.234,128.266
638,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,2020,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987
639,Yesterday (Mixed),5i4RJyVoid4zsJvx5fuuRL,2020,0.489,0.62,0,-8.614,0,0.0699,0.0287,1.33e-05,0.609,0.562,129.444
640,No Idea,7AzlLxHn24DxjgQX73F9fU,2020,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998
641,Beyond The Comfort Zone (Mixed),5LvfgyTDNtQG0vJaClqnku,2020,0.521,0.902,7,-8.375,0,0.0812,0.00055,0.00809,0.658,0.349,129.995
642,Go Stupid,4PklAHGXT5ityno3IA8SKd,2020,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034
643,Jupiter Boulevard (Mixed) - Taylor Torrence Remix,5cYN3eCrVvWlhZqs9NRPUD,2020,0.479,0.876,5,-9.2,1,0.447,3.21e-05,2.41e-06,0.732,0.688,127.992
644,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,2020,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
645,Can I Play With U? (feat. Miles Davis) - 2020 Remaster,1FhKyKVywVGk9xHHtZIILC,2020,0.675,0.534,2,-11.078,1,0.054,0.132,0.000233,0.284,0.833,112.4
646,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,2020,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983
647,Live For Tonight (Mixed),0csXeqgGVCYvWp6RTSjdRP,2020,0.391,0.854,5,-7.668,1,0.0315,3.36e-06,0.912,0.226,0.624,125.976
648,You’re Mines Still (feat. Drake),7E2C5rBLpCKwQlhJPVFBRS,2020,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004
649,Illusion (Mixed),3rDk8lYqrRpnU1PsgVZ7I0,2020,0.552,0.809,0,-8.684,0,0.0335,0.00164,0.942,0.274,0.551,126.009
650,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,2020,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08
651,Water (Mixed),01IV32KUgfMLJisLLqBNAF,2020,0.54,0.827,7,-9.886,0,0.0444,8.06e-05,0.176,0.736,0.567,130.008
652,bloody valentine,6mADjHs6FXdroPzEGW6KVJ,2020,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057
653,Lost At Sea (Mixed),2Ognsk10gP8d9FLq0P4Yfv,2020,0.548,0.872,2,-9.164,1,0.0715,7.42e-05,0.277,0.674,0.305,126.05
654,What’s New,3jRHehB5ulTMKfK5WaqDqc,2020,0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997
655,Seven Cities (Mixed) - Tom Staar Remix,264t4HJzvQkMhSYb9y9j2m,2020,0.486,0.661,0,-9.004,1,0.033,0.0152,0.902,0.48,0.66,126.062
656,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,2020,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979
657,Walk Away (Mixed),5BXE7i3fePaWhb2AqyczFJ,2020,0.615,0.821,3,-9.026,0,0.0522,0.0125,0.00187,0.4,0.414,129.004
658,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,2020,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7
659,All On Me (Mixed),5JMp6MjsUcYz4Mp2avWIhA,2020,0.449,0.902,5,-9.734,1,0.0885,0.00885,5.26e-06,0.172,0.387,127.603
660,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,2020,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949
661,A Thousand Years,3XkFwZGu3YKZDNKD65mnrr,2020,0.472,0.324,10,-7.779,1,0.0277,0.479,0.0,0.107,0.11,139.776
662,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,2020,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989
663,sometimes it’s scary…but it’s still you and me - Mixed,0eZPeiMttWBveKreWHLjhI,2020,0.748,0.787,6,-6.613,1,0.067,0.00419,0.81,0.159,0.112,124.012
664,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,2020,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959
665,Tokyo (Mixed) - Fatum Remix,2p5JsppxcUKlsVX6UkycAt,2020,0.599,0.934,2,-8.795,1,0.0685,0.000769,0.27,0.296,0.261,127.925
666,pov,3UoULw70kMsiVXxW0L3A33,2020,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798
667,Punisher (Mixed),2PDMMyWwfYK6sKNyNjV9I7,2020,0.473,0.896,7,-8.865,0,0.0396,0.0042,2.04e-05,0.741,0.855,126.002
668,Still Trappin' (with King Von),43BlKpJcSrC9AsJ3F1DKg9,2020,0.877,0.677,5,-4.969,0,0.356,0.0439,0.0,0.0986,0.627,144.941
669,Zuul (Mixed),07ygt0S6ZmrCkTkeryuZMo,2020,0.415,0.966,7,-7.511,1,0.0519,5.75e-05,0.731,0.327,0.185,127.964
670,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,2020,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965
671,Awakening (Mixed),6S7tShkCrPrXu8NfPzmWCZ,2020,0.441,0.847,1,-8.563,0,0.0324,4.46e-06,0.82,0.302,0.377,126.548
672,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,2020,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066
673,Everywhere I Go (Mixed),0Qbl6El7iRVHhL8Hnr9gIS,2020,0.552,0.89,0,-9.363,0,0.0425,8.24e-05,0.000144,0.506,0.276,128.004
674,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,2020,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995
675,Dawn (Mixed),5PDi4cEm6L1fAadHXPcLNF,2020,0.472,0.696,5,-7.507,1,0.0588,8.92e-05,0.0235,0.885,0.372,127.953
676,Rät,25z6kpmIwkCUqk2IORrJ5v,2020,0.608,0.45,5,-13.291,0,0.248,0.322,0.000122,0.147,0.303,143.846
677,In My Head (Part II) [Mixed],25WmdbWnEBMpHwOR9Kgt0x,2020,0.383,0.922,6,-9.563,1,0.042,8.01e-06,0.92,0.188,0.478,129.033
678,Hell Of A View,1kBx9VGumfuvlfqdlAGorE,2020,0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,99.021
679,Lost Souls (Mixed) - AVIRA Remix,4uYyx2Vz7GKaSouXVTO33i,2020,0.673,0.675,10,-8.794,0,0.0414,0.000198,0.782,0.118,0.0778,125.975
680,Somebody Like That,3hboOw4dS0aXGuP0fyyvbC,2020,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034
681,Come To Life (Mixed),4xZLHEwMJHI7EmTUaIfFYI,2020,0.682,0.823,0,-8.86,1,0.0613,0.00251,0.765,0.357,0.665,125.07
682,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0DYNL4xbYWgNzppUamtyR4,2020,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057
683,Time To Love - 2020 Remastered,7zKG0StPF7Xg60fzq9cGZ6,2020,0.259,0.182,6,-26.28,0,0.0456,0.979,0.932,0.0887,0.338,140.914
684,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,2020,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834
685,Breathe,4VEByNkzYJ8rPVtaDQbiU9,2020,0.746,0.486,10,-7.004,1,0.0344,0.222,1.38e-06,0.123,0.417,92.018
686,Like I Want You,6qBFSepqLCuh5tehehc1bd,2020,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772
687,Tarzan (Mixed),68MN1r0IVeLRXi65i5laM7,2020,0.667,0.819,7,-8.906,1,0.12,0.0164,0.509,0.403,0.637,129.983
688,Myron,56uXDJRCuoS7abX3SkzHKQ,2020,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047
689,Dance Monkey (Remix),3pdMC0tmADHu6jsZh6v5BD,2020,0.777,0.661,6,-8.186,0,0.054,0.00407,0.613,0.0643,0.885,128.015
690,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,2020,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765
691,In And Out Of Love (Mixed) - ilan Bluestone & Maor Levi Remix,4OOlVuBsYMUSB6W1uTVkH8,2020,0.654,0.786,1,-8.134,1,0.142,0.00184,0.0514,0.287,0.627,128.059
692,Took Her To The O,7fEoXCZTZFosUFvFQg1BmW,2020,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98
693,Generation (Mixed),4ZRqvqByjnjabaHC4P1CJ8,2020,0.503,0.891,10,-7.815,0,0.0341,4.98e-06,0.987,0.332,0.956,129.003
694,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,2020,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033
695,What About Us (Mixed),5KHiOrhY1VQJejYXVBAPCJ,2020,0.437,0.971,5,-8.746,0,0.0691,1.2e-05,0.788,0.295,0.542,130.065
696,ROLLIN N CONTROLLIN FREESTYLE,1xqRKo0SDFDO5Jy8yEVD0X,2020,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791
697,Everything Everything (Mixed),3jyGg95jndX8h1ShL6ydaK,2020,0.66,0.768,5,-8.205,0,0.0759,0.000159,0.595,0.284,0.296,128.06
698,Jealous,5KbTBSGUvgDg75gIVhUaAW,2020,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01
699,No Warning Lights (Mixed) - ALPHA 9 Remix,4AZM3eVkKsLJ0Oi0XdtWQI,2020,0.483,0.903,7,-8.297,1,0.0728,0.00116,0.957,0.32,0.376,131.228
700,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,2020,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076
701,Mask (Mixed),1Q5SYfHwo8zzlYAHHYMX6U,2020,0.727,0.805,0,-8.132,1,0.129,0.00201,0.583,0.262,0.549,128.057
702,3 Headed Goat (feat. Lil Baby & Polo G),2h4cmbyb6S7e8igDZIITJU,2020,0.837,0.482,8,-8.608,0,0.365,0.268,0.0,0.0991,0.444,143.01
703,Sankthansaften (Mixed),0YCmgRAZRjuuG58QfWozsQ,2020,0.668,0.911,10,-8.997,0,0.151,0.177,0.815,0.435,0.238,128.001
704,Conversations,4K06PO78fW4mnBVenxGNob,2020,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93
705,Covered In Gold (Mixed) - PvD Extended Club Mix,1QKGzdXiBhbJ1IjmZw7YXT,2020,0.462,0.969,9,-7.781,1,0.0426,0.00043,0.449,0.115,0.255,134.782
706,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,2020,0.582,0.868,11,-3.927,1,0.0522,0.146,0.0,0.103,0.555,90.105
707,Reverie (Mixed) - Above & Beyond Club Mix,480kTu57MGkhmbncAKyaYi,2020,0.508,0.889,6,-7.483,1,0.0761,5.17e-05,0.0119,0.601,0.498,128.011
708,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,2020,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857
709,Say Hello (Mixed),1e2Moh5Z3gbHeVoE9hiNLf,2020,0.503,0.726,11,-7.422,0,0.133,0.000705,0.0,0.727,0.461,129.937
710,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),13EW51DKru044OJDJ9Bm8o,2020,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363
711,Hollow (Mixed),6AegTL0xgC4hIIfoWFfYwY,2020,0.701,0.739,7,-9.062,1,0.0664,0.000855,0.579,0.21,0.318,128.037
712,Suicidal (Remix) [feat. Juice WRLD],4S2uhQE8L9V6p7rj7SiauJ,2020,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957
713,VIII. yearning,2JLAr5J7fP4IsRtx9cLkWN,2020,0.601,0.0455,0,-21.653,1,0.109,0.996,0.949,0.0924,0.0826,73.657
714,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE,2020,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005
715,Need You Now (Mixed),6sEF9scI0D2LeEvuY0hGvR,2020,0.574,0.944,10,-7.31,0,0.0555,3.05e-05,0.0562,0.707,0.728,129.89
716,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,2020,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988
717,Crossroads (Mixed),5jLjqxtK1M3HiXG6PnBj6M,2020,0.562,0.865,1,-8.034,0,0.0553,0.000509,0.873,0.49,0.333,129.978
718,Safaera,2DEZmgHKAvm41k4J3R2E9Y,2020,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172
719,After Tomorrow (Mixed),5HoChp62G52HrIb0LWoiQ3,2020,0.615,0.926,1,-7.883,0,0.228,4.57e-05,0.353,0.49,0.191,129.93
720,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,2020,0.613,0.631,4,-6.965,1,0.12,0.0663,0.0,0.169,0.33,149.992
721,Year of the Cat - 2020 Remaster,0BPl2z35ItKYbpvGjyh3mU,2020,0.534,0.558,4,-10.613,0,0.0338,0.0148,0.00722,0.05,0.502,116.671
722,Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,2020,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
723,If We Say Goodbye (Mixed),50F61Gbser6ucNbmCYaC9b,2020,0.631,0.831,11,-7.65,0,0.0415,0.0151,0.474,0.574,0.314,130.049
724,PRACTICE,4Z5FyQlevoHoa5FsIVKZju,2020,0.849,0.536,1,-7.307,1,0.349,0.0239,0.0,0.126,0.308,141.964
725,Diving Out Of Love (Mixed),2a7WAcMrobuByUvHwCAFDV,2020,0.552,0.787,1,-8.504,0,0.0283,0.0211,0.596,0.522,0.799,132.009
726,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,2020,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009
727,Random (Feat. Rolling Quartz),2BLp4lBE18icChRHFKV1uh,2020,0.364,0.714,9,-5.168,1,0.0457,0.049,1.94e-05,0.349,0.193,170.053
728,Element,57BGVV6wcyhbn3hsjlqEZB,2020,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311
729,Are You Lonesome Tonight (Remastered 2020),4vbDf4gGabrP5bAoNuENJ7,2020,0.368,0.639,1,-2.722,1,0.0279,0.023,0.00674,0.102,0.0756,170.725
730,Buss It,25j0Sape7qZbq6ZPLFefTT,2020,0.956,0.502,9,-5.995,1,0.213,0.0593,0.0,0.238,0.795,110.003
731,Sail (Mixed),2fNhqbI5wDYyqiHcYc0GZD,2020,0.505,0.855,6,-8.162,0,0.29,0.000139,0.404,0.531,0.365,132.037
732,Knowing You,2EEfUuBRZA4Ax1vYcluFS0,2020,0.557,0.565,7,-6.12,1,0.026,0.229,3.9e-06,0.119,0.187,125.956
733,Sunrise Over The Bay (Mixed),5tIBKsbfJoMaYmTvszbgS7,2020,0.443,0.973,6,-5.972,0,0.0464,2.23e-05,0.96,0.18,0.494,131.271
734,IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,2020,0.648,0.308,1,-11.729,1,0.04,0.886,0.0774,0.124,0.198,76.997
735,Never Forgotten (Mixed),6FaYJGJprxFcEfgJWKX1S2,2020,0.568,0.954,10,-7.758,0,0.0748,0.00197,0.32,0.107,0.287,131.959
736,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,2020,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984
737,Heart Eyes (Mixed),5yYQ0wqZ3LK63jyr60imkL,2020,0.407,0.967,6,-6.82,0,0.103,0.000208,0.322,0.36,0.461,130.483
738,PTSD,1C8ux1YWLMHCenYJFiIV4Z,2020,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01
739,CHANDELIER,2NQKN3x5Evk8xsOEqUBUjX,2020,0.744,0.897,1,-4.378,1,0.121,0.0659,0.0,0.225,0.721,124.976
740,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,2020,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
741,Another Riff For The Good Times - Mixed,0qvbTWuAHz8ZwqEGX6ONvF,2020,0.752,0.771,10,-6.035,0,0.0505,0.0114,0.844,0.118,0.195,121.042
742,cardigan,4R2kfaDFhslZEMJqAFNpdd,2020,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033
743,I Need You To Know (Mixed),17EfGz0KhnCSBccqWa2oNh,2020,0.292,0.747,6,-8.51,0,0.0691,0.000411,5.19e-06,0.404,0.558,129.588
744,Romantic Lover,44pBlSEASFjEdU3qEHhbFs,2020,0.657,0.447,9,-9.299,0,0.087,0.701,0.924,0.198,0.537,184.315
745,Let The Music Guide You (ASOT 950 Anthem) [Mixed] - Beatsole Remix,5HluQkQ3fy3yXqoAvZFNcX,2020,0.464,0.931,6,-8.677,0,0.274,0.00146,0.842,0.506,0.324,131.011
746,Hit Different,7Bar1kLTmsRmH6FCKKMEyU,2020,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074
747,Who Am I (Mixed),1gVDOnfkdaPI6d6JkQUvNl,2020,0.533,0.917,8,-8.368,0,0.0455,2.32e-05,0.92,0.246,0.604,132.038
748,Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,2020,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532
749,"December 31, 2020: New Years Eve (Instrumental)",3U4Ty7DSkYNbVWt8PJdoGv,2020,0.377,0.948,7,-7.884,1,0.0696,0.0112,0.957,0.345,0.227,114.995
750,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,2020,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688
751,Could This Be (Mixed),7oTw0wgfaNouT0pgYzNpZ7,2020,0.321,0.968,1,-7.993,0,0.0788,0.000208,0.633,0.306,0.182,127.17
752,Tequila Shots,30KctD1WsHKTIYczXjip5a,2020,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494
753,What Have I Got To Lose (Mixed),1mJX0fmQYAX9anOR8UmGjR,2020,0.503,0.978,9,-7.719,0,0.0575,8.94e-05,0.768,0.323,0.5,134.995
754,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,2020,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038
755,The Launch (Mixed),6QjyYaDF4y0ZaAoSKRQWdc,2020,0.406,0.957,1,-7.984,1,0.0689,0.000718,0.884,0.243,0.411,129.807
756,Yucky Blucky Fruitcake,1j3SdMJfeRJXycCp50boYE,2020,0.597,0.617,8,-7.482,0,0.282,0.463,0.0,0.66,0.889,97.923
757,Mo Chara (Mixed),3QJmLqrZKeUShtvtxshJQZ,2020,0.519,0.945,6,-4.987,0,0.0407,2.72e-06,0.736,0.0959,0.701,132.002
758,GOSHA,0j8ppsOOawdPCJnSTcXgOy,2020,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975
759,Punk (Mixed) - Tom Staar Remix,4P9JXZOmZh8RENB3RGoubv,2020,0.304,0.989,6,-6.873,1,0.0732,3.97e-06,0.99,0.368,0.487,132.02
760,In Your Eyes,7szuecWAPwGoV1e5vGu8tl,2020,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
761,Rooftops (Mixed) - Maarten de Jong Remix,6SF3QICKyvKLO4ap7BwahD,2020,0.397,0.923,6,-6.725,0,0.036,1e-05,0.972,0.432,0.608,132.012
762,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,2020,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034
763,Upswing - Mixed,6UtisDGlS9rFAXwNRIpRI8,2020,0.726,0.909,11,-5.259,1,0.0483,0.548,0.667,0.145,0.711,121.01
764,Rags2Riches 2 (feat. Lil Baby),0qJeyYAgv6UpvewUxRXAhb,2020,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004
765,Bad Guy (Remix),5v7OrTvBQNhXQwVzi3oXpb,2020,0.843,0.658,11,-7.072,0,0.0678,0.00456,0.73,0.0673,0.562,131.01
766,"Wine, Beer, Whiskey",5avVDmK9FVJpd3MDO8I3Zl,2020,0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021
767,The Vocaloid Songs 10 Years Later,06YMPKuUvotChaFe8DC1lc,2020,0.658,0.737,0,-5.028,1,0.0333,0.214,1.58e-05,0.0847,0.382,95.979
768,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,2020,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819
769,Go (Mixed),7z0qcacB2xNawgBMwilsp3,2020,0.488,0.947,0,-7.697,1,0.0564,0.000364,0.989,0.313,0.207,129.98
770,Violent,7CFfqRW50ffULvBv7lfIIg,2020,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955
771,You'll Be OK (Mixed),0WPH9dl0YaSn9tDhhUxCmX,2020,0.525,0.878,6,-7.919,0,0.0467,0.0113,0.885,0.445,0.545,129.304
